id,text,cleaned_text
1.55E+18,"As summer reaches its height in the UK and Europe, millions of people are heading off on vacation or taking some time away from work to catch up with friends and relatives.The royals are no different.","As summer reaches its height in the UK and Europe, millions of people are heading off on vacation or taking some time away from work to catch up with friends and relatives.The royals are no different.."
1.55E+18,"Whether it's a hybrid model or requiring employees to come in five days a week, experts say employers need to show the value of asking workers to commute into the office again after two years of working from home successfully.","Whether it's a hybrid model or requiring employees to come in five days a week, experts say employers need to show the value of asking workers to commute into the office again after two years of working from home successfully.."
1.55E+18,"Although prices at the pump serve as one of the most prominent symbols of rampant inflation, economists are more worried about the spillover effects of price spikes for another major source of fuel: diesel.","Although prices at the pump serve as one of the most prominent symbols of rampant inflation, economists are more worried about the spillover effects of price spikes for another major source of fuel: diesel.."
1.55E+18,"LeAnn Rimes and Mickey Guyton have released a powerful new anthem, right on time.","LeAnn Rimes and Mickey Guyton have released a powerful new anthem, right on time.."
1.55E+18,"Monkeypox outbreak needs to be taken more seriously, says Dr.Fauci.
","Monkeypox outbreak needs to be taken more seriously, says Dr.Fauci.."
1.55E+18,"An innocent misunderstanding by her son became a viral children's book, which led to a meaningful friendship with one of NASCAR's top drivers.
","An innocent misunderstanding by her son became a viral children's book, which led to a meaningful friendship with one of NASCAR's top drivers.."
1.55E+18,"Three people were killed and two wounded in a mall shooting in Greenwood, Indiana.Officials say the gunman was shot and killed by a ""good Samaritan."" ","Three people were killed and two wounded in a mall shooting in Greenwood, Indiana.Officials say the gunman was shot and killed by a ""good Samaritan."" ."
1.55E+18,Catch up with @WKamauBell as he tackles uncomfortable conversations on an all new season of #UnitedShades of America.Tonight at 10 pm ET/PT ,Catch up with @WKamauBell as he tackles uncomfortable conversations on an all new season of #UnitedShades of America.Tonight at 10 pm ET/PT .
1.55E+18,"Alfred Garza, whose daughter Amerie Jo Garza was one of the 19 children killed in the Robb Elementary School shooting, confronts Uvalde Mayor Don MacLaughlin after Garza was escorted out of a meeting for the victims' families. ","Alfred Garza, whose daughter Amerie Jo Garza was one of the 19 children killed in the Robb Elementary School shooting, confronts Uvalde Mayor Don MacLaughlin after Garza was escorted out of a meeting for the victims' families. ."
1.55E+18,Former Trump adviser Steve Bannon is recruiting foot soldiers to join his mission to torch the establishment wing of the Republican Party.,Former Trump adviser Steve Bannon is recruiting foot soldiers to join his mission to torch the establishment wing of the Republican Party..
1.55E+18,"After losing their mother to brain cancer in April, a Tennessee woman wanted to make her younger sister's birthday special.
","After losing their mother to brain cancer in April, a Tennessee woman wanted to make her younger sister's birthday special.."
1.55E+18,"Ukrainian President Zelensky has fired two top government officials, accusing many of their subordinates of collaborating with Russia.","Ukrainian President Zelensky has fired two top government officials, accusing many of their subordinates of collaborating with Russia.."
1.55E+18,Dramatic bodycam video from inside Robb Elementary School captures the confusion and chaos as law enforcement responded and evacuated children.,Dramatic bodycam video from inside Robb Elementary School captures the confusion and chaos as law enforcement responded and evacuated children..
1.55E+18,CNN's @ShimonPro reports on the release of new bodycam video from inside Robb Elementary School capturing the confusion and chaos as law enforcement responded to the shooting and evacuated children. ,CNN's @ShimonPro reports on the release of new bodycam video from inside Robb Elementary School capturing the confusion and chaos as law enforcement responded to the shooting and evacuated children. .
1.55E+18,"Jennifer Lopez and Ben Affleck have officially tied the knot, a source close to Lopez tells CNN.","Jennifer Lopez and Ben Affleck have officially tied the knot, a source close to Lopez tells CNN.."
1.55E+18,"Blue whales are the largest known animals on earth, and one of the most endangered. Explore the amazing lives of these majestic mammals. Patagonia, Life on the Edge of the World airs tonight at 9 pm ET/PT #PatagoniaCNN ","Blue whales are the largest known animals on earth, and one of the most endangered. Explore the amazing lives of these majestic mammals. Patagonia, Life on the Edge of the World airs tonight at 9 pm ET/PT #PatagoniaCNN ."
1.55E+18,"Lieutenant who served as Uvalde Police Department's acting chief on day of massacre has been suspended, the city's mayor told victims' families.","Lieutenant who served as Uvalde Police Department's acting chief on day of massacre has been suspended, the city's mayor told victims' families.."
1.55E+18,"When this Kentucky woman won the lottery, she wasn't the only one who benefited.","When this Kentucky woman won the lottery, she wasn't the only one who benefited.."
1.55E+18,"Border Patrol officers and Office of Field Operations officers seized 32 packages containing nearly 90 pounds of alleged cocaine, US Customs and Border Protection said in a news release.","Border Patrol officers and Office of Field Operations officers seized 32 packages containing nearly 90 pounds of alleged cocaine, US Customs and Border Protection said in a news release.."
1.55E+18,"Cameron Smith wins the 150th Open Championship with a remarkable late surge, marking the Australian's first major title.
","Cameron Smith wins the 150th Open Championship with a remarkable late surge, marking the Australian's first major title.."
1.55E+18,"""A cursory glance at political conditions in other countries makes plain that, at least for now, Biden's physical condition does not explain his political condition"" | Analysis by @JohnJHarwood.","""A cursory glance at political conditions in other countries makes plain that, at least for now, Biden's physical condition does not explain his political condition"" | Analysis by @JohnJHarwood.."
1.55E+18,"Why did acclaimed poet and activist Nikki Giovanni choose to stay in Appalachia? @WKamuBell finds out why this region is so meaningful to Black Americans on a new episode of #UnitedShades, tonight at 10 pm ET/PT ","Why did acclaimed poet and activist Nikki Giovanni choose to stay in Appalachia? @WKamuBell finds out why this region is so meaningful to Black Americans on a new episode of #UnitedShades, tonight at 10 pm ET/PT ."
1.55E+18,"Sen.Ted Cruz believes the US Supreme Court was ""clearly wrong"" in its landmark 2015 Obergefell v Hodges ruling that legalized same-sex marriage ","Sen.Ted Cruz believes the US Supreme Court was ""clearly wrong"" in its landmark 2015 Obergefell v Hodges ruling that legalized same-sex marriage ."
1.55E+18,At least six inmates have escaped from the Bridge City Center for Youth in Louisiana.,At least six inmates have escaped from the Bridge City Center for Youth in Louisiana..
1.55E+18,"The Texas House preliminary report on the Uvalde school massacre describes a ""lackadaisical approach"" by authorities on the scene.Follow live updates here.","The Texas House preliminary report on the Uvalde school massacre describes a ""lackadaisical approach"" by authorities on the scene.Follow live updates here.."
1.55E+18,"CNN's @FareedZakaria argues that, in order to succeed, Democrats must move past ideas and interest groups toward action as the political party looks ahead to 2024 and beyond.

Watch #FareedsTake: ","CNN's @FareedZakaria argues that, in order to succeed, Democrats must move past ideas and interest groups toward action as the political party looks ahead to 2024 and beyond.Watch #FareedsTake: ."
1.55E+18,"Authorities across southern Europe battled to control huge wildfires in countries including Spain, Greece and France, with hundreds of deaths blamed on soaring temperatures that scientists say are consistent with climate change.","Authorities across southern Europe battled to control huge wildfires in countries including Spain, Greece and France, with hundreds of deaths blamed on soaring temperatures that scientists say are consistent with climate change.."
1.55E+18,"Dr.Tracey Wilkinson speaks to CNN's @brianstelter about @drcaitbernard, who was targeted by Indiana's attorney general on Fox after she reportedly performed an abortion on a 10-year-old rape victim from Ohio.

Hear more about the story: ","Dr.Tracey Wilkinson speaks to CNN's @brianstelter about @drcaitbernard, who was targeted by Indiana's attorney general on Fox after she reportedly performed an abortion on a 10-year-old rape victim from Ohio.Hear more about the story: ."
1.55E+18,Voters of color are backing the GOP at historic levels | Analysis by @ForecasterEnten.,Voters of color are backing the GOP at historic levels | Analysis by @ForecasterEnten..
1.55E+18,"JUST IN: A preliminary report on the Uvalde massacre outlines multiple failures by several entities, including law enforcement, the school system and the shooter's family.Follow live updates here.","JUST IN: A preliminary report on the Uvalde massacre outlines multiple failures by several entities, including law enforcement, the school system and the shooter's family.Follow live updates here.."
1.55E+18,The bloody battle for control rages in eastern Ukraine as Russia struggles to gain ground in Donetsk ,The bloody battle for control rages in eastern Ukraine as Russia struggles to gain ground in Donetsk .
1.55E+18,"WH official @econjared is pressed on President Biden's fist bump with Saudi Crown Prince Mohammed bin Salman.US intel on Jamal Khashoggi's murder says MBS approved the operation.MBS denies he made that order, but says he bears responsibility.@CNNSOTU ","WH official @econjared is pressed on President Biden's fist bump with Saudi Crown Prince Mohammed bin Salman.US intel on Jamal Khashoggi's murder says MBS approved the operation.MBS denies he made that order, but says he bears responsibility.@CNNSOTU ."
1.55E+18,"White House economic adviser Jared Bernstein told CNN that President Joe Biden will pursue his climate agenda ""with or without Congress.""
","White House economic adviser Jared Bernstein told CNN that President Joe Biden will pursue his climate agenda ""with or without Congress.""."
1.55E+18,"The power of Selma is next-level for young Tybre Faw, it's where he met his hero, John Lewis.
","The power of Selma is next-level for young Tybre Faw, it's where he met his hero, John Lewis.."
1.55E+18,"Put up or shut up' time | Opinion by Richard Galant.
",Put up or shut up' time | Opinion by Richard Galant..
1.55E+18,"After losing their mother to brain cancer in April, a Tennessee woman wanted to make her younger sister's birthday special.
","After losing their mother to brain cancer in April, a Tennessee woman wanted to make her younger sister's birthday special.."
1.55E+18,"""I can still feel his presence.""

Today marks two years since the death of congressman and civil rights leader John Lewis.@DanaBashCNN shares the story of Lewis' impact on 14-year-old Tybre Faw and the new children's book about their friendship.@CNNSotu #CNNSOTU ","""I can still feel his presence.""Today marks two years since the death of congressman and civil rights leader John Lewis.@DanaBashCNN shares the story of Lewis' impact on 14-year-old Tybre Faw and the new children's book about their friendship.@CNNSotu #CNNSOTU ."
1.55E+18,"""Batman"" superfans can step into the iconic costume from George Clooney's turn as the superhero -- complete with realistically molded nipples.
","""Batman"" superfans can step into the iconic costume from George Clooney's turn as the superhero -- complete with realistically molded nipples.."
1.55E+18,"Netflix, once a darling of Wall Street, is suddenly on the ropes.
","Netflix, once a darling of Wall Street, is suddenly on the ropes.."
1.55E+18,"""We are still full speed ahead,"" @RepElaineLuria tells @DanaBashCNN that the final Jan.6 hearing this week will not mark the end of the investigation and the public should expect more information to be revealed in the future.","""We are still full speed ahead,"" @RepElaineLuria tells @DanaBashCNN that the final Jan.6 hearing this week will not mark the end of the investigation and the public should expect more information to be revealed in the future.."
1.55E+18," Political demographics expert Ruy Teixeira joins @InsidePolitics to discuss a new poll among key voter demographics and how it signifies a ""massive shift"" for the Democratic Party."," Political demographics expert Ruy Teixeira joins @InsidePolitics to discuss a new poll among key voter demographics and how it signifies a ""massive shift"" for the Democratic Party.."
1.55E+18,"An innocent misunderstanding by her son became a viral children's book, which led to a meaningful friendship with one of NASCAR's top drivers.
","An innocent misunderstanding by her son became a viral children's book, which led to a meaningful friendship with one of NASCAR's top drivers.."
1.55E+18,"""Everyone that broke the law should be held accountable.""

@DanaBashCNN speaks with AZ Gov @DougDucey about whether President Trump's actions on January 6th should disqualify him from holding public office and whether he will support Trump in 2024 if he runs.@CNNSotu #CNNSOTU ","""Everyone that broke the law should be held accountable.""@DanaBashCNN speaks with AZ Gov @DougDucey about whether President Trump's actions on January 6th should disqualify him from holding public office and whether he will support Trump in 2024 if he runs.@CNNSotu #CNNSOTU ."
1.55E+18,Join CNN for unprecedented access to the last great frontier.Patagonia: Life on the Edge of the World airs tonight at 9 pm ET/PT #PatagoniaCNN ,Join CNN for unprecedented access to the last great frontier.Patagonia: Life on the Edge of the World airs tonight at 9 pm ET/PT #PatagoniaCNN .
1.55E+18,"""Very likely...gas prices will continue to track down for the rest of this month.""

@econjared, member of the White House Council of Economic Advisers, reacts to Washington Post report saying US gas prices could rise again after sanctions against Russia begin.@CNNSotu #CNNSOTU ","""Very likely...gas prices will continue to track down for the rest of this month.""@econjared, member of the White House Council of Economic Advisers, reacts to Washington Post report saying US gas prices could rise again after sanctions against Russia begin.@CNNSotu #CNNSOTU ."
1.55E+18,"Crist is playing up his bipartisan background -- at times, even leaning into his Republican roots -- in hopes voters will rally around a familiar face with a track record of working across the aisle.
","Crist is playing up his bipartisan background -- at times, even leaning into his Republican roots -- in hopes voters will rally around a familiar face with a track record of working across the aisle.."
1.55E+18,"Missing ""Breaking Bad's"" iconic characters? Not to worry -- the drug dealer protagonists of the famous TV show will soon be immortalized with larger-than-life bronze statues in New Mexico.
","Missing ""Breaking Bad's"" iconic characters? Not to worry -- the drug dealer protagonists of the famous TV show will soon be immortalized with larger-than-life bronze statues in New Mexico.."
1.55E+18,"Republican Senate candidate Herschel Walker is adding several top GOP operatives to his campaign staff ahead of a showdown with Sen.Raphael Warnock (D-GA) this November.

@KristenhCNN reports on the battleground race: ",Republican Senate candidate Herschel Walker is adding several top GOP operatives to his campaign staff ahead of a showdown with Sen.Raphael Warnock (D-GA) this November.@KristenhCNN reports on the battleground race: .
1.55E+18,"Missing ""Breaking Bad's"" iconic characters? Not to worry -- the drug dealer protagonists of the famous TV show will soon be immortalized with larger-than-life bronze statues in New Mexico.
","Missing ""Breaking Bad's"" iconic characters? Not to worry -- the drug dealer protagonists of the famous TV show will soon be immortalized with larger-than-life bronze statues in New Mexico.."
1.55E+18,"State lawmakers across the US have introduced at least 162 bills targeting LGBTQ Americans this year through July 1, already marking a record-breaking year for such legislation.
","State lawmakers across the US have introduced at least 162 bills targeting LGBTQ Americans this year through July 1, already marking a record-breaking year for such legislation.."
1.55E+18,"Conservative attorney and fierce critic of former President Donald Trump @gtconway3d predicts that Trump will run for president again.

Hear about who he thinks can beat him: ",Conservative attorney and fierce critic of former President Donald Trump @gtconway3d predicts that Trump will run for president again.Hear about who he thinks can beat him: .
1.55E+18,"Cool off this summer with homemade ice cream
",Cool off this summer with homemade ice cream.
1.55E+18,"What can one picture tell us about the universe? 

In the Sunday edition of CNN 5 Things, @CNNAshley reports on the first images NASA released from the James Webb space telescope and what they can teach us about distant galaxies.

Listen here.","What can one picture tell us about the universe? In the Sunday edition of CNN 5 Things, @CNNAshley reports on the first images NASA released from the James Webb space telescope and what they can teach us about distant galaxies.Listen here.."
1.55E+18,"You might think that date is the absolute last day that food is safe to eat.You'd be wrong.
",You might think that date is the absolute last day that food is safe to eat.You'd be wrong..
1.55E+18,"It's not just that US Supreme Court majorities upheld Mississippi's 15-week abortion ban and overturned Roe v Wade.The opinion also skewed the crux of the conversation going forward -- with just three words.
",It's not just that US Supreme Court majorities upheld Mississippi's 15-week abortion ban and overturned Roe v Wade.The opinion also skewed the crux of the conversation going forward -- with just three words..
1.55E+18,"Joe Biden's controversial fist bump with Saudi Crown Prince Mohammed bin Salman was ""a win"" for the US President, the Saudi foreign minister told CNN in an exclusive interview
","Joe Biden's controversial fist bump with Saudi Crown Prince Mohammed bin Salman was ""a win"" for the US President, the Saudi foreign minister told CNN in an exclusive interview."
1.55E+18,"A bright orange lobster was rescued from its fate as a meal at Red Lobster after staff members recognized the crustacean's unusual coloring.
",A bright orange lobster was rescued from its fate as a meal at Red Lobster after staff members recognized the crustacean's unusual coloring..
1.55E+18,"Monkeypox outbreak needs to be taken more seriously, says Dr Fauci.
","Monkeypox outbreak needs to be taken more seriously, says Dr Fauci.."
1.55E+18,"A Texas House investigative committee is expected to release a preliminary report on the Uvalde, Texas, school massacre that left 21 people dead, more than a month after the group began its search for answers.
","A Texas House investigative committee is expected to release a preliminary report on the Uvalde, Texas, school massacre that left 21 people dead, more than a month after the group began its search for answers.."
1.55E+18,"Four people were killed when a sheriff's office helicopter crashed in New Mexico, officials said.
","Four people were killed when a sheriff's office helicopter crashed in New Mexico, officials said.."
1.55E+18,"US health officials have been in active discussions with the Food and Drug Administration on whether the agency will authorize a second booster vaccine for Americans under 50 years old
",US health officials have been in active discussions with the Food and Drug Administration on whether the agency will authorize a second booster vaccine for Americans under 50 years old.
1.55E+18,"""Batman"" superfans can step into the iconic costume from George Clooney's turn as the superhero -- complete with realistically molded nipples.
","""Batman"" superfans can step into the iconic costume from George Clooney's turn as the superhero -- complete with realistically molded nipples.."
1.55E+18,"He helped reshape the Republican Party and now Steve Bannon has a masterplan for the US elections process and the future of the nation.Join Drew Griffin for a new investigation.CNN Special Report , Divided We Fall airs tonight at 8 pm ET/PT.","He helped reshape the Republican Party and now Steve Bannon has a masterplan for the US elections process and the future of the nation.Join Drew Griffin for a new investigation.CNN Special Report , Divided We Fall airs tonight at 8 pm ET/PT.."
1.55E+18,"""Transphobia might not be an electorally viable strategy, but that has not stopped this year's leadership hopefuls,"" writes Tara John | Analysis.
","""Transphobia might not be an electorally viable strategy, but that has not stopped this year's leadership hopefuls,"" writes Tara John | Analysis.."
1.55E+18,"A wave of big-spending US travelers has descended on France, delighting a tourism industry that was bracing for the sanctions-induced loss of wealthy Russian visitors.","A wave of big-spending US travelers has descended on France, delighting a tourism industry that was bracing for the sanctions-induced loss of wealthy Russian visitors.."
1.55E+18,"Filipinos living abroad are snapping up books about the late Philippine dictator Ferdinand E.Marcos, not just to read about history but to preserve it.","Filipinos living abroad are snapping up books about the late Philippine dictator Ferdinand E.Marcos, not just to read about history but to preserve it.."
1.55E+18,"A Louisiana woman sitting in her stopped car on a state highway died after being hit by a deputy responding to a call,  state police say.","A Louisiana woman sitting in her stopped car on a state highway died after being hit by a deputy responding to a call,  state police say.."
1.55E+18,"A man who allegedly fatally stabbed professional race car driver Bobby East at a Southern California gas station was later killed in a police shooting as authorities attempted to arrest him, police say.","A man who allegedly fatally stabbed professional race car driver Bobby East at a Southern California gas station was later killed in a police shooting as authorities attempted to arrest him, police say.."
1.55E+18,"On Sunday, tourists get another attraction to add to their San Francisco to-do list.Presidio Tunnel Tops is new federal parkland that has been built in an unusual place -- on top of a busy highway tunnel.","On Sunday, tourists get another attraction to add to their San Francisco to-do list.Presidio Tunnel Tops is new federal parkland that has been built in an unusual place -- on top of a busy highway tunnel.."
1.55E+18,"US citizen Asim Ghafoor, the former lawyer of murdered journalist Jamal Khashoggi, was sentenced by a court in the United Arab Emirates to three years in prison, state media reports.","US citizen Asim Ghafoor, the former lawyer of murdered journalist Jamal Khashoggi, was sentenced by a court in the United Arab Emirates to three years in prison, state media reports.."
1.55E+18,First lady Jill Biden on Saturday voiced frustration about the stalled progress of President Joe Biden's tenure in the White House during a private Democratic National Committee fundraiser.,First lady Jill Biden on Saturday voiced frustration about the stalled progress of President Joe Biden's tenure in the White House during a private Democratic National Committee fundraiser..
1.55E+18,"Three men who served decades in prison for the arson murder of a New York City subway clerk, a murder that resembled a scene from the 1995 movie ""Money Train,"" have had their convictions overturned.","Three men who served decades in prison for the arson murder of a New York City subway clerk, a murder that resembled a scene from the 1995 movie ""Money Train,"" have had their convictions overturned.."
1.55E+18,"President Joe Biden on Saturday capped a four-day trip to Israel and Saudi Arabia, his first trip to the Middle East since taking office.","President Joe Biden on Saturday capped a four-day trip to Israel and Saudi Arabia, his first trip to the Middle East since taking office.."
1.55E+18,"CNN's Drew Griffin investigates Steve Bannon, how he's helped change the Republican Party and his masterplan to reshape the U.S.government.CNN Special Report , Divided We Fall airs Sunday at 8 pm ET/PT.","CNN's Drew Griffin investigates Steve Bannon, how he's helped change the Republican Party and his masterplan to reshape the U.S.government.CNN Special Report , Divided We Fall airs Sunday at 8 pm ET/PT.."
1.55E+18,"Democratic Senate candidates in key battleground states continue to rake in massive amounts of campaign money as the battle for control of the chamber intensifies, new campaign finance reports show.","Democratic Senate candidates in key battleground states continue to rake in massive amounts of campaign money as the battle for control of the chamber intensifies, new campaign finance reports show.."
1.55E+18,"Michael Fanone, who protected the Capitol on January 6, tells CNN's @ryanobles how he reacted when a convicted Capitol rioter apologized to him.","Michael Fanone, who protected the Capitol on January 6, tells CNN's @ryanobles how he reacted when a convicted Capitol rioter apologized to him.."
1.55E+18,CNN's @rachcrane reports on satellites as small as microwave ovens that are hunting down methane polluters across the world.,CNN's @rachcrane reports on satellites as small as microwave ovens that are hunting down methane polluters across the world..
1.55E+18,"The nightly curfew in Akron, Ohio, put in place following the police shooting of Jayland Walker will be lifted if there are no major public safety concerns Saturday evening, the mayor says.","The nightly curfew in Akron, Ohio, put in place following the police shooting of Jayland Walker will be lifted if there are no major public safety concerns Saturday evening, the mayor says.."
1.55E+18,American golfer Trey Mullinax has never had a week quite like this.,American golfer Trey Mullinax has never had a week quite like this..
1.55E+18,"A human rights group said that the United Arab Emirates has detained US citizen Asim Ghafoor, the former lawyer of murdered journalist Jamal Khashoggi.","A human rights group said that the United Arab Emirates has detained US citizen Asim Ghafoor, the former lawyer of murdered journalist Jamal Khashoggi.."
1.55E+18,The 82 minutes of disturbing footage from the massacre at Robb Elementary School show police officers massed in a hallway for more than an hour before entering a classroom and killing the gunman.,The 82 minutes of disturbing footage from the massacre at Robb Elementary School show police officers massed in a hallway for more than an hour before entering a classroom and killing the gunman..
1.55E+18,"""Google searches, location data and communications could all be used in an abortion prosecution,"" writes Zachary B.Wolf | Analysis.","""Google searches, location data and communications could all be used in an abortion prosecution,"" writes Zachary B.Wolf | Analysis.."
1.55E+18,Who do you picture living in Appalachia? @WKamauBell explores what it is like for people of color who are living in one of the poorest regions in the country.#UnitedShades of America Sunday at 10 pm ET/PT.,Who do you picture living in Appalachia? @WKamauBell explores what it is like for people of color who are living in one of the poorest regions in the country.#UnitedShades of America Sunday at 10 pm ET/PT..
1.55E+18,How companies subtly trick users online with 'dark patterns'.,How companies subtly trick users online with 'dark patterns'..
1.55E+18,"Recent inflight entertainment concepts aim to revolutionize the inflight experience, creating a personalized, high tech cabin of the future.","Recent inflight entertainment concepts aim to revolutionize the inflight experience, creating a personalized, high tech cabin of the future.."
1.55E+18,"To reach the National Suicide Prevention Lifeline for mental health crises, it now takes only three digits: 988.","To reach the National Suicide Prevention Lifeline for mental health crises, it now takes only three digits: 988.."
1.55E+18,"President Rajapaksa may be gone, but Sri Lanka is still struggling with a ruinous financial crisis, and experts said things are likely to get worse before they get better.","President Rajapaksa may be gone, but Sri Lanka is still struggling with a ruinous financial crisis, and experts said things are likely to get worse before they get better.."
1.55E+18,"Commuters in London have been advised not to use the city's transport network unless for ""essential journeys,"" amid a sweltering heat wave across western Europe.","Commuters in London have been advised not to use the city's transport network unless for ""essential journeys,"" amid a sweltering heat wave across western Europe.."
1.55E+18,"A former ""Love is Blind"" contestant has filed a lawsuit for a number of labor-law violations, including ""inhumane working conditions"" and inadequate pay for the amount of hours cast members worked.","A former ""Love is Blind"" contestant has filed a lawsuit for a number of labor-law violations, including ""inhumane working conditions"" and inadequate pay for the amount of hours cast members worked.."
1.55E+18,These US airports are the worst for cancellations and delays this summer.,These US airports are the worst for cancellations and delays this summer..
1.55E+18,"President Joe Biden on Saturday attempted to reassert US leadership in the Middle East as he met with key leaders in the region, promising his administration would stay engaged amid fears China and Russia would swiftly fill a leadership vacuum.","President Joe Biden on Saturday attempted to reassert US leadership in the Middle East as he met with key leaders in the region, promising his administration would stay engaged amid fears China and Russia would swiftly fill a leadership vacuum.."
1.55E+18,January 6 committee corroborates key details about ex-President Trump's heated exchange with the Secret Service ahead of panel's last planned hearing.,January 6 committee corroborates key details about ex-President Trump's heated exchange with the Secret Service ahead of panel's last planned hearing..
1.55E+18,"Evidence for life outside of Earth hasn't been found yet, but the very things that make us human - creativity, curiosity and ingenuity - could reveal it in the decades to come.","Evidence for life outside of Earth hasn't been found yet, but the very things that make us human - creativity, curiosity and ingenuity - could reveal it in the decades to come.."
1.55E+18,"The more, the merrier for the 500 couples who got symbolically married at Lincoln Center last weekend.","The more, the merrier for the 500 couples who got symbolically married at Lincoln Center last weekend.."
1.55E+18,Tide Pods were a breakthrough success.But P&amp;G created a product so visually appealing and irresistible that it inadvertently turned into a public health risk.,Tide Pods were a breakthrough success.But P&amp;G created a product so visually appealing and irresistible that it inadvertently turned into a public health risk..
1.55E+18,"He helped reshape the Republican Party and now Steve Bannon has a masterplan for the US elections process and the future of the nation.Join Drew Griffin for a new investigation.CNN Special Report , Divided We Fall airs Sunday at 8 pm ET/PT.","He helped reshape the Republican Party and now Steve Bannon has a masterplan for the US elections process and the future of the nation.Join Drew Griffin for a new investigation.CNN Special Report , Divided We Fall airs Sunday at 8 pm ET/PT.."
1.55E+18,"Mexican drug lord Rafael Caro Quintero was detained in an operation that ended in tragedy when 14 Marines who assisted in his capture were killed in a helicopter crash, Mexican Navy officials said.
Watch @MattRiversCNN's report here: ","Mexican drug lord Rafael Caro Quintero was detained in an operation that ended in tragedy when 14 Marines who assisted in his capture were killed in a helicopter crash, Mexican Navy officials said.Watch @MattRiversCNN's report here: ."
1.55E+18,The best destinations to visit in 2022 and the best airlines to get there.,The best destinations to visit in 2022 and the best airlines to get there..
1.55E+18,A pet cat who has spent a harrowing three weeks on the loose in Boston Logan International Airport was finally found and is set to be reunited with her family.,A pet cat who has spent a harrowing three weeks on the loose in Boston Logan International Airport was finally found and is set to be reunited with her family..
1.55E+18,"Rapper Kodak Black was arrested during a traffic stop in Florida, authorities said Friday.","Rapper Kodak Black was arrested during a traffic stop in Florida, authorities said Friday.."
1.55E+18,"President Rajapaksa may be gone, but Sri Lanka is still struggling with a ruinous financial crisis, and experts said things are likely to get worse before they get better.","President Rajapaksa may be gone, but Sri Lanka is still struggling with a ruinous financial crisis, and experts said things are likely to get worse before they get better.."
1.55E+18,Tide Pods were a breakthrough success.But P&amp;G created a product so visually appealing and irresistible that it inadvertently turned into a public health risk.,Tide Pods were a breakthrough success.But P&amp;G created a product so visually appealing and irresistible that it inadvertently turned into a public health risk..
1.55E+18,"Evidence for life outside of Earth hasn't been found yet, but the very things that make us human - creativity, curiosity and ingenuity - could reveal it in the decades to come.","Evidence for life outside of Earth hasn't been found yet, but the very things that make us human - creativity, curiosity and ingenuity - could reveal it in the decades to come.."
1.55E+18,"Crown Prince Mohammed bin Salman responded defensively after President Biden brought up the 2018 murder of Jamal Khashoggi, a source says.","Crown Prince Mohammed bin Salman responded defensively after President Biden brought up the 2018 murder of Jamal Khashoggi, a source says.."
1.55E+18,"The White House has scrapped President Joe Biden's plans to nominate an anti-abortion Republican as a federal judge in Kentucky, citing opposition to the nomination from Kentucky Republican Sen.Rand Paul.","The White House has scrapped President Joe Biden's plans to nominate an anti-abortion Republican as a federal judge in Kentucky, citing opposition to the nomination from Kentucky Republican Sen.Rand Paul.."
1.55E+18,"The more, the merrier for the 500 couples who got symbolically married at Lincoln Center last weekend.","The more, the merrier for the 500 couples who got symbolically married at Lincoln Center last weekend.."
1.55E+18,A pet cat who has spent a harrowing three weeks on the loose in Boston Logan International Airport was finally found and is set to be reunited with her family.,A pet cat who has spent a harrowing three weeks on the loose in Boston Logan International Airport was finally found and is set to be reunited with her family..
1.55E+18,Join CNN for unprecedented access to the last great frontier.Patagonia: Life on the Edge of the World airs Sunday at 9 pm ET/PT #PatagoniaCNN.,Join CNN for unprecedented access to the last great frontier.Patagonia: Life on the Edge of the World airs Sunday at 9 pm ET/PT #PatagoniaCNN..
1.55E+18,"After more than a year of painstaking negotiations, congressional Democrats on Thursday night found themselves no further on implementing their ambitious climate agenda than when President Joe Biden took office.","After more than a year of painstaking negotiations, congressional Democrats on Thursday night found themselves no further on implementing their ambitious climate agenda than when President Joe Biden took office.."
1.55E+18,"A Russian delegation has visited an airfield in central Iran at least twice in the last month to examine weapons-capable drones, according to national security adviser Jake Sullivan and satellite imagery obtained exclusively by CNN.","A Russian delegation has visited an airfield in central Iran at least twice in the last month to examine weapons-capable drones, according to national security adviser Jake Sullivan and satellite imagery obtained exclusively by CNN.."
1.55E+18,"To reach the National Suicide Prevention Lifeline for mental health crises, it now takes only three digits: 988.","To reach the National Suicide Prevention Lifeline for mental health crises, it now takes only three digits: 988.."
1.55E+18,"The House select committee investigating January 6, 2021, has issued a subpoena to the US Secret Service, marking the first time the panel has publicly done so for an executive branch agency.","The House select committee investigating January 6, 2021, has issued a subpoena to the US Secret Service, marking the first time the panel has publicly done so for an executive branch agency.."
1.55E+18,The University of Pennsylvania has nominated swimmer Lia Thomas for the 2022 NCAA Woman of the Year award.,The University of Pennsylvania has nominated swimmer Lia Thomas for the 2022 NCAA Woman of the Year award..
1.55E+18,"A notorious drug lord on the FBI's 10 most wanted list was detained on Friday in an operation that ended in tragedy when 14 Marines who assisted in his capture were killed in a helicopter crash, Mexican Navy officials said.","A notorious drug lord on the FBI's 10 most wanted list was detained on Friday in an operation that ended in tragedy when 14 Marines who assisted in his capture were killed in a helicopter crash, Mexican Navy officials said.."
